TransactionAmt,amount_deviation_ratio,tx_count_user,is_new_merchant,unusual_time,hour_of_day,is_weekend,is_night,card1,card2,card3,card4,card5,ProductCD,addr1,addr2,DeviceType,isFraud
125.0,1.2376237623762376,3,0,0,20,0,0,14645,399.0,150.0,1,137.0,2,441.0,87.0,2,0
280.0,5.090909090909091,6,0,0,19,1,0,5027,555.0,150.0,4,226.0,4,181.0,87.0,0,0
24.5,0.4083333333333333,462,0,0,16,1,0,6530,206.0,150.0,3,126.0,4,123.0,87.0,0,0
53.95,0.9386689865158765,6,0,1,11,1,0,8190,555.0,150.0,4,166.0,4,444.0,87.0,0,0
63.95,1.0658333333333334,434,0,0,23,0,0,8320,476.0,150.0,4,166.0,4,143.0,87.0,0,0
25.95,0.43286071726438696,47,0,0,2,1,1,14014,-999.0,-999.0,0,-999.0,4,264.0,87.0,0,0
81.154,2.5269024785153817,231,0,1,2,0,1,2256,545.0,185.0,4,226.0,0,-999.0,-999.0,2,0
209.95,2.12177867609904,15,0,0,12,1,0,8469,298.0,150.0,4,226.0,4,337.0,87.0,0,0
49.0,0.4758436513716922,32,0,1,23,0,0,2695,215.0,150.0,4,226.0,4,251.0,87.0,0,0
97.0,0.8220338983050848,31,0,0,14,0,0,2020,490.0,150.0,4,226.0,4,315.0,87.0,0,0
77.0,1.2833333333333334,21,0,1,5,1,1,12219,-999.0,150.0,4,166.0,4,204.0,87.0,0,0
107.95,1.8460880718255666,152,0,1,11,0,0,2581,445.0,150.0,3,166.0,4,203.0,87.0,0,0
35.95,0.5942148760330579,8,0,0,13,0,0,7337,174.0,150.0,4,226.0,4,264.0,87.0,0,0
108.5,1.5736040609137054,816,0,0,22,0,0,12839,321.0,150.0,4,226.0,4,264.0,87.0,0,0
424.95,0.9528026905829596,5,0,0,23,0,0,5605,555.0,150.0,4,226.0,4,433.0,87.0,0,0
54.5,0.6987179487179487,1218,0,0,16,0,0,12695,490.0,150.0,4,226.0,4,325.0,87.0,0,1
107.95,1.6880375293197811,24,0,1,2,0,1,4921,475.0,150.0,4,226.0,4,184.0,87.0,0,0
2507.95,14.58110465116279,35,0,0,23,0,0,10505,567.0,150.0,3,195.0,4,191.0,87.0,0,0
39.0,0.5909090909090909,189,0,0,17,0,0,16255,470.0,150.0,3,137.0,4,191.0,87.0,0,0
100.0,0.44052863436123346,60,1,0,17,0,0,6832,134.0,150.0,4,226.0,1,315.0,87.0,1,0
56.95,0.9491666666666667,382,0,0,18,1,0,9112,250.0,150.0,4,226.0,4,441.0,87.0,0,0
58.95,0.9833194328607172,380,0,0,20,0,0,16560,476.0,150.0,4,126.0,4,205.0,87.0,0,0
283.0,2.3983050847457625,759,0,1,1,0,1,2616,327.0,150.0,2,102.0,4,512.0,87.0,0,0
35.966,1.1254498231999248,38,0,0,0,0,1,7949,142.0,185.0,4,226.0,0,-999.0,-999.0,2,0
58.95,0.9825,2488,0,1,4,0,1,7919,194.0,150.0,3,166.0,4,299.0,87.0,0,0
301.31,2.5534745762711863,759,0,0,13,0,0,2616,327.0,150.0,2,102.0,4,330.0,87.0,0,0
35.95,0.4180232558139535,193,0,1,5,0,1,15484,418.0,150.0,4,226.0,4,264.0,87.0,0,0
92.0,0.8425680007326678,70,0,0,12,1,0,5901,583.0,150.0,4,226.0,4,204.0,87.0,0,0
226.0,3.8337574215436807,288,0,0,14,0,0,11157,215.0,150.0,4,226.0,4,433.0,87.0,0,0
40.0,0.6666666666666666,434,1,1,3,0,1,8320,476.0,150.0,4,166.0,3,203.0,87.0,1,0
35.95,0.355940594059406,149,0,1,15,0,0,11218,579.0,150.0,4,226.0,4,184.0,87.0,0,0
74.97,0.8930315664085765,1725,0,1,14,0,0,17188,321.0,150.0,4,226.0,4,299.0,87.0,0,0
67.95,0.9854967367657723,11,0,0,20,0,0,9689,543.0,150.0,3,224.0,4,485.0,87.0,0,0
29.0,0.48333333333333334,61,0,1,2,0,1,16085,297.0,150.0,4,166.0,4,220.0,87.0,0,0
107.95,1.7991666666666668,9,0,1,23,0,0,16828,543.0,150.0,3,224.0,4,181.0,87.0,0,0
107.95,1.7991666666666668,457,0,0,14,0,0,5033,269.0,150.0,3,224.0,4,264.0,87.0,0,0
59.0,0.9833333333333333,44,0,0,21,0,0,4515,369.0,150.0,3,224.0,4,181.0,87.0,0,0
92.0,0.9108910891089109,203,0,1,0,0,1,4272,111.0,150.0,4,226.0,4,299.0,87.0,0,0
59.0,0.541532813217072,91,0,0,21,0,0,4121,361.0,150.0,4,226.0,4,126.0,87.0,0,0
92.0,1.5333333333333334,62,0,0,3,0,1,13623,585.0,150.0,4,226.0,4,498.0,87.0,0,1
30.95,0.5158333333333334,595,0,0,18,0,0,10112,360.0,150.0,4,166.0,4,485.0,87.0,0,0
50.0,0.9803921568627451,1,0,0,22,0,0,8259,-999.0,150.0,4,226.0,2,325.0,87.0,1,0
30.95,0.8376184032476318,3,0,1,18,0,0,1736,555.0,150.0,4,226.0,4,476.0,87.0,0,0
680.8,6.74059405940594,101,0,0,17,0,0,3278,453.0,150.0,4,226.0,4,253.0,87.0,0,0
47.95,0.813401187446989,256,0,1,6,0,0,2392,360.0,150.0,3,126.0,4,330.0,87.0,0,0
106.0,0.9906542056074766,266,0,0,15,0,0,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
59.0,0.7067984426474992,294,0,0,20,0,0,14290,512.0,150.0,4,226.0,4,315.0,87.0,0,0
25.0,0.211864406779661,427,1,1,3,0,1,10486,514.0,150.0,3,219.0,1,299.0,87.0,1,0
16.95,0.19429160935350753,20,0,1,14,0,0,10972,111.0,150.0,3,224.0,4,110.0,87.0,0,0
117.0,1.5,462,0,1,18,0,0,7664,490.0,150.0,4,226.0,4,264.0,87.0,0,0
39.0,0.65,2387,0,0,15,0,0,9500,321.0,150.0,4,226.0,4,330.0,87.0,0,1
51.0,0.85,101,0,1,18,1,0,16972,174.0,150.0,4,226.0,4,433.0,87.0,0,0
161.0,2.594012825057197,204,0,1,9,0,0,6170,174.0,150.0,4,226.0,4,315.0,87.0,0,1
25.95,0.4325,434,0,1,15,0,0,8320,476.0,150.0,4,166.0,4,181.0,87.0,0,0
59.0,0.9833333333333333,287,0,0,19,0,0,17055,393.0,150.0,3,117.0,4,330.0,87.0,0,0
30.95,0.5250212044105174,24,0,1,2,1,1,7076,121.0,150.0,4,226.0,4,269.0,87.0,0,0
59.0,0.5401693751430534,48,0,0,19,0,0,3368,572.0,150.0,3,224.0,4,251.0,87.0,0,0
29.0,0.48333333333333334,61,0,0,18,0,0,16085,297.0,150.0,4,166.0,4,315.0,87.0,0,0
44.5,0.82483781278962,160,0,0,1,0,1,15986,360.0,150.0,3,229.0,4,324.0,87.0,0,0
317.5,2.914180816888481,48,0,0,18,1,0,15592,494.0,150.0,3,102.0,4,272.0,87.0,0,0
39.0,0.6098514464425332,1109,0,0,21,0,0,12544,321.0,150.0,4,226.0,4,337.0,87.0,0,0
23.608,0.21668655346489216,1139,1,1,2,0,1,6019,583.0,150.0,4,226.0,0,-999.0,-999.0,1,0
250.0,1.4204545454545454,2,0,0,17,0,0,18293,-999.0,150.0,1,-999.0,2,204.0,87.0,1,0
57.95,0.920571882446386,373,0,1,22,0,0,4806,490.0,150.0,4,226.0,4,315.0,87.0,0,0
39.0,0.65,2387,0,1,23,0,0,9500,321.0,150.0,4,226.0,4,126.0,87.0,0,0
39.0,0.6615776081424936,62,0,0,0,0,1,12582,298.0,150.0,4,226.0,4,184.0,87.0,0,0
100.0,0.9900990099009901,99,0,0,21,0,0,13844,583.0,150.0,4,226.0,2,472.0,87.0,2,0
29.0,0.48333333333333334,73,0,1,16,0,0,8691,599.0,150.0,4,166.0,4,498.0,87.0,0,0
226.0,2.6920786182251337,1725,0,1,0,0,1,17188,321.0,150.0,4,226.0,4,299.0,87.0,0,0
159.95,1.355508474576271,281,0,0,17,0,0,3821,111.0,150.0,3,219.0,4,337.0,87.0,0,0
26.95,0.22838983050847458,13,0,0,1,0,1,3716,132.0,150.0,4,226.0,4,310.0,87.0,0,0
59.0,0.9833333333333333,284,0,0,19,0,0,1974,111.0,150.0,4,226.0,4,184.0,87.0,0,0
125.0,1.8532246108228316,114,1,0,21,0,0,12260,236.0,150.0,4,226.0,2,204.0,87.0,2,0
100.0,0.9155413138017854,16,1,0,23,1,0,2560,562.0,150.0,4,162.0,2,299.0,87.0,2,0
30.433,0.9213466137870485,37,0,0,3,0,1,3213,459.0,185.0,4,226.0,0,-999.0,-999.0,1,1
14.386,0.4582842215921761,425,0,0,2,0,1,4461,375.0,185.0,3,224.0,0,-999.0,-999.0,1,1
58.95,1.0,200,0,0,21,0,0,6550,-999.0,150.0,4,226.0,4,436.0,87.0,0,0
117.0,1.95,2488,0,0,18,0,0,7919,194.0,150.0,3,166.0,4,191.0,87.0,0,0
69.472,2.397860039692812,1782,0,1,1,0,1,15885,545.0,185.0,4,138.0,0,-999.0,-999.0,2,0
50.0,0.8410428931875525,6,1,0,0,0,1,11180,543.0,150.0,3,224.0,1,143.0,87.0,2,0
87.95,1.4670558798999165,380,0,0,22,0,0,16560,476.0,150.0,4,126.0,4,433.0,87.0,0,0
17.46,0.6090839321844694,53,0,1,10,0,0,16346,324.0,185.0,4,226.0,0,-999.0,-999.0,2,0
92.0,0.8444240477283157,88,0,1,13,0,0,2039,562.0,150.0,3,219.0,4,204.0,87.0,0,0
13.95,0.23249999999999998,595,0,0,21,0,0,10112,360.0,150.0,4,166.0,4,512.0,87.0,0,0
280.0,2.569986232216613,88,0,1,19,1,0,2039,562.0,150.0,3,219.0,4,204.0,87.0,0,0
20.0,0.290065264684554,139,1,0,18,0,0,1906,445.0,150.0,3,224.0,3,330.0,87.0,2,0
49.0,0.8166666666666667,24,0,1,8,0,0,7483,461.0,150.0,4,226.0,4,387.0,87.0,0,0
41.868,0.9766725762806756,3,0,1,23,0,0,12722,555.0,147.0,3,126.0,0,-999.0,-999.0,1,0
117.0,0.5467289719626168,5,0,1,18,0,0,8949,555.0,150.0,4,226.0,4,387.0,87.0,0,0
335.0,3.0748049564020192,284,0,0,17,0,0,2455,321.0,150.0,4,226.0,4,441.0,87.0,0,0
4.26,0.1470359823971007,1782,0,1,1,0,1,15885,545.0,185.0,4,138.0,0,-999.0,-999.0,0,0
59.0,1.0008481764206953,192,0,1,13,0,0,9480,170.0,150.0,4,226.0,4,476.0,87.0,0,0
43.045,1.4868996010293787,96,0,1,23,0,0,2650,142.0,185.0,3,224.0,0,-999.0,-999.0,2,0
100.0,0.7939658594680429,17,0,0,0,0,1,8359,110.0,150.0,3,102.0,1,264.0,87.0,1,0
108.95,1.0787128712871288,265,0,0,16,0,0,9803,583.0,150.0,4,226.0,4,299.0,87.0,0,0
39.0,0.538042353590398,8,0,1,18,0,0,8148,206.0,150.0,3,229.0,4,204.0,87.0,0,0
13.28,0.371551675899502,72,0,1,20,0,0,5365,177.0,185.0,3,224.0,0,-999.0,-999.0,1,0
57.95,0.7625000000000001,1004,0,1,14,1,0,2803,100.0,150.0,4,226.0,4,264.0,87.0,0,0
57.95,0.5521676989042401,27,0,0,20,0,0,4029,594.0,150.0,4,226.0,4,498.0,87.0,0,0
126.95,2.1535199321458864,112,0,1,23,0,0,16070,111.0,150.0,4,166.0,4,472.0,87.0,0,0
25.0,0.21978021978021978,52,1,1,13,0,0,4208,490.0,150.0,4,195.0,1,325.0,87.0,1,0
335.0,5.583333333333333,457,0,1,13,1,0,5033,269.0,150.0,3,224.0,4,264.0,87.0,0,1
150.0,1.5544041450777202,78,1,0,21,0,0,16883,111.0,150.0,4,226.0,2,476.0,87.0,1,0
57.0,0.95,195,0,1,13,0,0,9175,111.0,150.0,4,226.0,4,126.0,87.0,0,0
107.95,1.5656272661348802,25,0,1,20,1,0,10930,444.0,150.0,4,226.0,4,143.0,87.0,0,0
35.95,0.4608974358974359,462,0,1,16,0,0,7664,490.0,150.0,4,226.0,4,264.0,87.0,0,0
82.95,1.1979204274676871,318,0,0,11,0,0,12932,361.0,150.0,4,226.0,4,325.0,87.0,0,0
68.95,1.1491666666666667,2488,0,0,18,1,0,7919,194.0,150.0,3,166.0,4,204.0,87.0,0,0
54.0,0.9,208,0,0,18,1,0,12686,215.0,150.0,4,226.0,4,315.0,87.0,0,0
107.95,1.8312128922815945,482,0,0,16,0,0,12577,268.0,150.0,4,166.0,4,191.0,87.0,0,0
57.95,0.6300625169883121,50,0,1,22,0,0,17020,476.0,150.0,4,166.0,4,441.0,87.0,0,0
77.0,0.652542372881356,167,0,0,22,1,0,9749,181.0,150.0,4,226.0,4,203.0,87.0,0,0
52.258,1.252498621863241,71,0,1,20,1,0,13413,103.0,185.0,4,137.0,0,-999.0,-999.0,1,0
378.0,6.412213740458015,253,0,0,19,1,0,15651,417.0,150.0,4,226.0,4,330.0,87.0,0,0
107.95,0.9908214777420835,9,0,1,22,0,0,5122,555.0,150.0,4,226.0,4,269.0,87.0,0,0
24.95,0.4495495495495495,36,0,1,17,0,0,1450,215.0,150.0,4,166.0,4,191.0,87.0,0,0
160.95,1.4772831574116565,284,0,0,20,1,0,2455,321.0,150.0,4,226.0,4,177.0,87.0,0,1
39.95,0.6776929601357082,288,0,1,23,0,0,11157,215.0,150.0,4,226.0,4,204.0,87.0,0,0
47.95,0.9411187438665358,5,0,1,22,0,0,9913,111.0,150.0,4,195.0,4,330.0,87.0,0,0
200.0,1.8190086402910413,919,1,0,22,0,0,7585,553.0,150.0,4,226.0,2,327.0,87.0,2,0
125.0,0.9920634920634921,5,0,1,20,1,0,8075,399.0,150.0,1,119.0,2,387.0,87.0,2,0
59.0,0.5064377682403434,42,0,0,19,0,0,14318,321.0,150.0,4,226.0,4,204.0,87.0,0,0
67.95,0.9854967367657723,12,0,1,4,0,1,10672,553.0,150.0,4,166.0,4,220.0,87.0,0,0
226.0,3.426838514025777,87,0,1,0,0,1,14259,111.0,150.0,4,226.0,4,330.0,87.0,0,0
89.0,0.8811881188118812,101,0,1,0,0,1,12866,303.0,150.0,4,226.0,4,441.0,87.0,0,0
461.95,5.886588085377509,102,0,0,18,0,0,17729,300.0,150.0,4,166.0,4,444.0,87.0,0,0
261.95,3.690736174709405,38,0,1,16,0,0,14605,181.0,150.0,4,226.0,4,330.0,87.0,0,0
29.0,0.3717948717948718,1218,0,1,13,0,0,12695,490.0,150.0,4,226.0,4,272.0,87.0,0,0
186.0,3.650637880274779,5,0,1,20,0,0,9913,111.0,150.0,4,195.0,4,325.0,87.0,0,0
335.0,3.0748049564020192,1139,1,1,3,0,1,6019,583.0,150.0,4,226.0,4,204.0,87.0,0,0
117.0,1.3295454545454546,447,0,1,0,0,1,7861,494.0,150.0,4,226.0,4,327.0,87.0,0,0
1717.95,29.142493638676843,200,0,0,22,0,0,6550,-999.0,150.0,4,226.0,4,444.0,87.0,0,0
27.0,0.4222048475371384,1109,0,0,22,0,0,12544,321.0,150.0,4,226.0,4,441.0,87.0,0,0
209.95,3.4991666666666665,506,0,0,1,0,1,10057,225.0,150.0,3,224.0,4,123.0,87.0,0,0
117.0,1.3079932923420905,14,0,1,19,1,0,2917,490.0,150.0,4,195.0,4,512.0,87.0,0,0
59.0,1.0,18,0,0,16,0,0,6968,596.0,150.0,3,224.0,4,204.0,87.0,0,0
150.0,0.9933774834437086,1,0,0,2,1,1,9676,555.0,144.0,3,197.0,2,356.0,96.0,1,0
117.0,1.0738871041762277,1347,0,0,23,0,0,15066,170.0,150.0,3,102.0,4,184.0,87.0,0,0
67.95,1.1526717557251909,3,0,1,11,0,0,9736,233.0,150.0,4,226.0,4,272.0,87.0,0,0
44.5,0.7416666666666667,47,0,0,14,1,0,16116,568.0,150.0,4,226.0,4,325.0,87.0,0,0
30.986,0.9687363221409366,7,0,0,17,0,0,16899,-999.0,117.0,4,-999.0,0,-999.0,-999.0,2,0
34.0,0.6076854334226988,59,0,0,21,0,0,10895,167.0,150.0,4,226.0,4,485.0,87.0,0,0
88.95,2.312792511700468,24,0,1,11,0,0,11727,301.0,150.0,3,224.0,4,485.0,87.0,0,0
117.0,1.1147103658536583,660,0,1,2,0,1,16132,111.0,150.0,4,226.0,4,299.0,87.0,0,0
159.49,1.3516101694915255,11,0,1,17,0,0,15106,555.0,150.0,3,126.0,4,123.0,87.0,0,0
26.95,0.44916666666666666,208,0,0,14,1,0,12686,215.0,150.0,4,226.0,4,315.0,87.0,0,0
117.0,1.5,628,0,1,10,0,0,7508,321.0,150.0,4,226.0,4,444.0,87.0,0,0
48.446,1.5498752319406233,145,0,1,1,0,1,10568,204.0,185.0,4,226.0,0,-999.0,-999.0,1,0
306.0,3.645026801667659,343,0,0,20,0,0,7676,512.0,150.0,4,226.0,4,512.0,87.0,0,0
39.0,0.6615776081424936,110,0,1,12,0,0,16435,298.0,150.0,4,226.0,4,337.0,87.0,0,0
226.0,2.4301075268817205,519,0,0,13,1,0,7826,481.0,150.0,3,224.0,4,325.0,87.0,0,0
47.95,0.7617156473391581,373,0,1,3,0,1,4806,490.0,150.0,4,226.0,4,315.0,87.0,0,0
57.95,0.5521150914634146,450,0,0,16,0,0,7207,111.0,150.0,4,226.0,4,204.0,87.0,0,0
22.625,0.7240463389656938,473,0,1,17,0,0,5812,408.0,185.0,3,224.0,0,-999.0,-999.0,2,0
280.0,2.5806451612903225,14,0,0,19,0,0,9370,321.0,150.0,4,226.0,4,204.0,87.0,0,0
59.021,1.651306586089195,72,0,0,4,0,1,5365,177.0,185.0,3,224.0,0,-999.0,-999.0,1,1
57.95,0.6474860335195531,681,0,1,4,0,1,15497,490.0,150.0,4,226.0,4,299.0,87.0,0,0
80.0,1.3333333333333333,99,0,1,1,0,1,8900,385.0,150.0,4,226.0,4,231.0,87.0,0,0
117.0,0.9915254237288136,167,0,0,21,0,0,9749,181.0,150.0,4,226.0,4,472.0,87.0,0,0
57.95,0.9658333333333334,702,0,0,19,0,0,18132,567.0,150.0,3,117.0,4,191.0,87.0,0,0
55.95,1.0462833099579243,4,0,0,11,1,0,7728,225.0,150.0,3,224.0,4,203.0,87.0,0,0
2833.42,36.32589743589744,59,0,0,18,1,0,1546,111.0,150.0,4,226.0,4,204.0,87.0,0,0
106.0,0.9906542056074766,266,0,1,0,0,1,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
49.0,0.5,60,0,0,18,0,0,5167,361.0,150.0,4,195.0,4,220.0,87.0,0,0
47.95,0.6227272727272728,318,0,1,0,0,1,2772,512.0,150.0,4,226.0,4,143.0,87.0,0,0
67.95,1.1325,434,0,0,23,0,0,8320,476.0,150.0,4,166.0,4,315.0,87.0,0,0
35.95,0.4553514882837239,235,0,1,20,0,0,13249,111.0,150.0,4,226.0,4,264.0,87.0,0,0
107.95,1.2932015573525009,294,0,0,23,0,0,14290,512.0,150.0,4,226.0,4,225.0,87.0,0,1
26.95,0.27499999999999997,21,0,1,19,1,0,18334,589.0,150.0,4,226.0,4,226.0,87.0,0,0
13.034,0.37128614157527423,231,0,0,15,0,0,11201,103.0,185.0,4,226.0,0,-999.0,-999.0,2,0
774.0,3.6518046709129512,17,0,1,17,0,0,15186,512.0,150.0,3,224.0,4,441.0,87.0,0,0
29.0,0.26617714547957777,144,0,0,21,1,0,3178,490.0,150.0,4,226.0,4,123.0,87.0,0,0
49.0,0.8448275862068966,12,0,1,0,1,1,5571,485.0,150.0,3,229.0,4,251.0,87.0,0,0
50.0,0.7251631617113851,635,1,0,15,0,0,2884,490.0,150.0,4,226.0,2,387.0,87.0,1,0
97.95,0.9994897959183674,101,0,0,22,0,0,2114,396.0,150.0,3,224.0,4,315.0,87.0,0,0
34.306,0.9716762023452105,9,0,0,3,1,1,17284,459.0,185.0,4,137.0,0,-999.0,-999.0,2,0
100.0,0.9900990099009901,5,0,1,21,1,0,5199,555.0,150.0,4,226.0,1,264.0,87.0,2,0
159.95,1.8176136363636362,447,0,0,17,0,0,7861,494.0,150.0,4,226.0,4,315.0,87.0,0,0
108.95,1.8158333333333334,226,0,1,15,1,0,12469,360.0,150.0,3,126.0,4,204.0,87.0,0,0
107.95,1.0688118811881189,93,0,1,12,0,0,1214,174.0,150.0,4,226.0,4,184.0,87.0,0,0
110.0,1.02803738317757,266,0,1,20,0,0,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
50.0,0.45454545454545453,809,1,0,21,0,0,10616,583.0,150.0,4,226.0,1,264.0,87.0,1,0
67.95,0.9188640973630832,12,0,1,12,0,0,11701,225.0,150.0,3,224.0,4,264.0,87.0,0,0
89.95,1.4991666666666668,434,0,1,3,0,1,8320,476.0,150.0,4,166.0,4,264.0,87.0,0,0
48.077,1.6594011562688755,1782,0,0,23,1,0,15885,-999.0,-999.0,0,-999.0,0,-999.0,-999.0,1,0
209.95,3.4991666666666665,284,0,1,16,1,0,1974,111.0,150.0,4,226.0,4,184.0,87.0,0,0
30.95,0.3894306385655867,190,0,1,1,0,1,10447,490.0,150.0,4,226.0,4,315.0,87.0,0,0
44.266,1.4101494058806665,425,0,1,23,0,0,4461,375.0,185.0,3,224.0,0,-999.0,-999.0,2,0
41.0,0.6833333333333333,2488,0,1,4,0,1,7919,194.0,150.0,3,166.0,4,485.0,87.0,0,0
159.95,2.3099140732182826,318,0,0,16,0,0,12932,361.0,150.0,4,226.0,4,204.0,87.0,0,0
35.95,0.40167597765363133,681,0,1,17,0,0,15497,490.0,150.0,4,226.0,4,299.0,87.0,0,0
132.95,2.2553011026293466,4,0,0,3,0,1,7357,543.0,150.0,3,224.0,4,272.0,87.0,0,0
39.0,0.7228915662650602,38,0,1,20,0,0,13956,193.0,150.0,4,226.0,4,205.0,87.0,0,0
171.0,2.85,59,0,1,18,0,0,6394,225.0,150.0,3,224.0,4,203.0,87.0,0,0
59.0,0.7564102564102564,1218,0,0,15,0,0,12695,490.0,150.0,4,226.0,4,325.0,87.0,0,0
23.485,0.74814437259087,425,0,1,12,0,0,4461,375.0,185.0,3,224.0,0,-999.0,-999.0,1,0
47.95,0.5575581395348838,193,0,1,18,1,0,15484,418.0,150.0,4,226.0,4,264.0,87.0,0,0
54.0,0.9,702,0,0,23,0,0,18132,567.0,150.0,3,117.0,4,441.0,87.0,0,0
82.95,1.2865451725474992,24,0,0,20,1,0,12807,172.0,150.0,4,226.0,4,191.0,87.0,0,0
39.0,0.65,412,0,1,22,0,0,7815,161.0,150.0,3,117.0,4,123.0,87.0,0,0
106.0,0.9906542056074766,266,0,0,18,0,0,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
107.95,0.9908214777420835,4,0,1,21,0,0,11916,410.0,150.0,4,226.0,4,184.0,87.0,0,0
67.95,0.9854967367657723,109,0,1,16,0,0,15185,332.0,150.0,4,226.0,4,264.0,87.0,0,0
34.0,0.5666666666666667,2387,0,1,0,1,1,9500,321.0,150.0,4,226.0,4,330.0,87.0,0,0
35.95,0.5213923132704859,94,0,1,0,0,1,15111,310.0,150.0,3,224.0,4,204.0,87.0,0,0
49.0,0.9082483781278962,160,0,1,16,0,0,15986,360.0,150.0,3,229.0,4,325.0,87.0,0,0
140.95,0.9334437086092714,9,0,1,2,0,1,10162,512.0,150.0,3,117.0,4,191.0,87.0,0,0
39.286,1.2515052084992515,425,0,1,12,0,0,4461,375.0,185.0,3,224.0,0,-999.0,-999.0,2,0
87.0,0.7985314364387334,48,0,1,9,0,0,15592,494.0,150.0,3,102.0,4,315.0,87.0,0,0
19.059,0.778394935674903,371,0,0,2,0,1,16136,204.0,185.0,4,138.0,0,-999.0,-999.0,1,1
250.0,1.6556291390728477,2,0,1,16,0,0,3004,399.0,150.0,1,118.0,2,191.0,87.0,2,0
49.0,0.25925925925925924,37,0,0,17,1,0,9479,562.0,150.0,3,102.0,4,123.0,87.0,0,0
335.0,12.430426716141001,5,0,1,0,0,1,5247,555.0,150.0,3,224.0,4,327.0,87.0,0,0
20.35,0.7211453276161451,356,0,1,1,0,1,13832,375.0,185.0,3,224.0,0,-999.0,-999.0,2,0
56.807,0.9464520751070459,3,0,1,15,0,0,9203,555.0,146.0,4,226.0,0,-999.0,-999.0,2,0
59.0,0.9833333333333333,2488,0,0,14,1,0,7919,194.0,150.0,3,166.0,4,327.0,87.0,0,0
35.95,0.47302631578947374,1004,0,0,15,0,0,2803,100.0,150.0,4,226.0,4,494.0,87.0,0,0
28.0,1.0769230769230769,45,0,0,16,1,0,4966,468.0,150.0,4,166.0,3,337.0,87.0,1,0
59.0,0.9833333333333333,462,0,1,2,0,1,6530,206.0,150.0,3,126.0,4,269.0,87.0,0,0
200.0,2.6315789473684212,23,1,0,18,0,0,1607,542.0,150.0,4,226.0,2,299.0,87.0,1,0
58.95,0.5397116044861525,16,0,0,19,1,0,2560,562.0,150.0,4,162.0,4,204.0,87.0,0,0
29.0,0.49194232400339266,91,0,0,21,0,0,7069,111.0,150.0,3,166.0,4,325.0,87.0,0,0
30.0,0.38461538461538464,1218,0,0,22,0,0,12695,490.0,150.0,4,226.0,4,325.0,87.0,0,0
59.0,0.8434596140100071,532,0,1,1,0,1,12501,490.0,150.0,4,226.0,4,181.0,87.0,0,0
35.95,0.6098388464800679,53,0,0,16,1,0,12725,325.0,150.0,4,226.0,4,272.0,87.0,0,0
129.95,1.6459784673844202,235,0,1,20,1,0,13249,111.0,150.0,4,226.0,4,264.0,87.0,0,0
160.95,2.0634615384615382,628,0,1,5,1,1,7508,321.0,150.0,4,226.0,4,220.0,87.0,0,0
121.18,0.9918153543951547,1,0,0,11,1,0,16243,360.0,150.0,4,166.0,4,272.0,87.0,0,0
57.95,0.9658333333333334,506,0,1,19,0,0,10057,225.0,150.0,3,224.0,4,123.0,87.0,0,1
108.95,0.9392646234751498,40,0,0,16,0,0,14643,529.0,150.0,4,162.0,4,204.0,87.0,0,0
100.0,1.1911852293031566,1725,1,0,23,0,0,17188,321.0,150.0,4,226.0,2,299.0,87.0,1,0
12.5,0.20833333333333334,702,0,0,17,0,0,18132,567.0,150.0,3,117.0,4,272.0,87.0,0,0
186.0,0.9946524064171123,1,0,0,17,0,0,5590,555.0,150.0,4,226.0,4,498.0,87.0,0,0
57.95,0.9830364715860899,76,0,1,12,0,0,17217,111.0,150.0,4,226.0,4,494.0,87.0,0,0
106.0,0.9906542056074766,266,0,0,13,0,0,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
107.95,1.8312128922815945,192,0,0,19,0,0,10989,360.0,150.0,4,166.0,4,110.0,87.0,0,0
57.95,0.8338129496402878,631,0,0,17,0,0,11207,361.0,150.0,4,226.0,4,330.0,87.0,0,0
125.0,1.1368804001819008,919,1,1,1,0,1,7585,553.0,150.0,4,226.0,2,126.0,87.0,1,0
50.0,0.7251631617113851,816,1,0,18,1,0,12839,321.0,150.0,4,226.0,1,441.0,87.0,0,0
57.95,0.9830364715860899,46,0,1,22,0,0,15399,390.0,150.0,3,224.0,4,485.0,87.0,0,0
37.0,0.6276505513146734,288,0,1,8,0,0,11157,215.0,150.0,4,226.0,4,204.0,87.0,0,0
77.95,1.0540906017579446,12,0,1,20,0,0,11701,225.0,150.0,3,224.0,4,264.0,87.0,0,0
59.0,0.7564102564102564,237,0,0,22,0,0,1342,514.0,150.0,3,224.0,4,325.0,87.0,0,0
390.0,7.967313585291113,7,0,0,18,0,0,18307,555.0,150.0,4,166.0,4,226.0,87.0,0,0
226.0,0.9955947136563876,3,0,1,13,0,0,18122,174.0,150.0,4,226.0,4,325.0,87.0,0,0
58.95,1.045490822027135,19,1,1,17,0,0,4475,439.0,144.0,3,224.0,4,348.0,96.0,0,0
59.0,0.7564102564102564,1218,0,1,0,0,1,12695,490.0,150.0,4,226.0,4,325.0,87.0,0,0
57.95,0.9658333333333334,208,0,1,3,1,1,12686,215.0,150.0,4,226.0,4,251.0,87.0,0,0
